ARTIST_ID,ARTIST_NAME,ARTIST_FOLLOWERS,ARTIST_POPULARITY
3RGLhK1IP9jnYFH4BRFJBS,"The Clash",289604,74
1dfeR4HaWDbWqFHLkxsg1d,"Queen",1497465,86
2hl0xAkS2AIRAu23TVMBG1,"Kansas",90508,70
6FBDaR13swtiWwGhX1WQsP,"blink-182",803348,83
31TPClRtHm23RisEBtV3X7,"Justin Timberlake",1372735,87
776Uo845nYHJpNaStv1Ds4,"Jimi Hendrix",432136,77
